medicine_name,department,source_file
Cap. Ecosprin 80mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Lisinopril 40mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Nifedipine 75mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Simvastatin 2.5mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Atorvastatin 40mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Warfarin 75mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Atenolol 80mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Apixaban 75mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Telmisartan 80mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Digoxin 20mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Atorvastatin 25mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Isosorbide Mononitrate 20mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Sacubitril 25mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Lisinopril 25mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Clopidogrel 50mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Dabigatran 25mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Perindopril 2.5mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Atenolol 40mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Amlodipine 25mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Ecosprin 40mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Diltiazem 25mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Perindopril 20mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Amiodarone 5mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Rivaroxaban 2.5mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Nifedipine 10mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Verapamil 40mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Heparin 20mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Aspirin 10mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Lisinopril 100mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Rosuvastatin 20mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Carvedilol 5mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Isosorbide Mononitrate 80mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Nifedipine 2.5mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Ecosprin 50mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Spironolactone 75mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Fenofibrate 75mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Telmisartan 75mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Clopidogrel 5mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Cilnidipine 75mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Simvastatin 40mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Ecosprin 100mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Fenofibrate 40mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Hydrochlorothiazide 20mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Aspirin 20mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Dabigatran 10mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Aspirin 80mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Warfarin 100mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Dabigatran 50mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Apixaban 20mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Amiodarone 2.5mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Cilnidipine 40mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Torsemide 25mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Bisoprolol 75mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Atenolol 50mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Isosorbide Mononitrate 5mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Nebivolol 100mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Spironolactone 20mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Furosemide 50mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Hydrochlorothiazide 100mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Fenofibrate 10mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Torsemide 75mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Apixaban 5mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Atorvastatin 100mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Enalapril 40mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Atenolol 2.5mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Verapamil 25mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Atorvastatin 10mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Furosemide 80mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Valsartan 50mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Amiodarone 25mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Ecosprin 20mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Verapamil 10mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Digoxin 80mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Amiodarone 80mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Valsartan 10mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Valsartan 25mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Ramipril 25mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Torsemide 80mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Furosemide 75mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Sacubitril 80mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Bisoprolol 5mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Digoxin 25mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Enalapril 75mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Olmesartan 80mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Nifedipine 100mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Nifedipine 5mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Atorvastatin 2.5mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Apixaban 10mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Ivabradine 10mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Rivaroxaban 20mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Atorvastatin 75mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Amlodipine 5mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Nitroglycerin 50mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Losartan 25mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Hydrochlorothiazide 50mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Ecosprin 75mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Enalapril 5mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Nebivolol 20mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Nitroglycerin 10mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Olmesartan 100mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Verapamil 5mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Nitroglycerin 100mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Enalapril 10mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Hydrochlorothiazide 5mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Aspirin 5mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Amiodarone 20mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Amlodipine 80mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Olmesartan 5mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Apixaban 2.5mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Sacubitril 100mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Metoprolol 100mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Enalapril 100mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Warfarin 25mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Clopidogrel 10mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Ramipril 80mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Warfarin 5mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Heparin 40mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Losartan 5mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Telmisartan 50mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Lisinopril 50mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Ivabradine 75mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Atenolol 10mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Carvedilol 25mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Sacubitril 50mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Simvastatin 10mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Losartan 75mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Nebivolol 40mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Cap. Ecosprin 2.5mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Tab. Diltiazem 50mg,Cardiology,dataset/cardiology_custom_20260625_200149/line_crops/labels.csv
Difluprednate 1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Fluconazole Ophthalmic Solution,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Gentamicin 5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Nepafenac Ophthalmic Gel,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Tobramycin Ophthalmic Solution,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Azelastine 0.005% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Dexamethasone Eye Ointment,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Diclofenac 0.03% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ganciclovir Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Levobunolol Intravitreal Injection,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Timolol 0.15% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Acyclovir 5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Amphotericin B 0.15% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Dexamethasone Intravitreal Injection,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Natamycin 5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Olopatadine 0.2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Rimexolone Intravitreal Injection,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Betaxolol 0.15% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Brimonidine Ophthalmic Suspension,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Fluconazole 0.5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Gatifloxacin 0.03% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Travoprost 0.2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Amphotericin B 2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Dexamethasone 0.03% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ganciclovir Eye Ointment,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Moxifloxacin 1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Moxifloxacin Intravitreal Injection,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Acyclovir Ophthalmic Suspension,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Azelastine Ophthalmic Solution,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Bepotastine 0.004% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Latanoprost Intravitreal Injection,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Levofloxacin 2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Nedocromil 0.01% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Brinzolamide 5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Diclofenac 0.01% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Erythromycin 0.25% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Flurbiprofen 2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ketotifen 0.25% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Acetazolamide 0.5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Acetazolamide Ophthalmic Solution,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Chloramphenicol Ophthalmic Gel,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Fusidic Acid 0.01% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Dexamethasone 5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Epinastine Ophthalmic Solution,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ganciclovir 0.01% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Hydrocortisone Eye Ointment,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Timolol 2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Bepotastine Ophthalmic Suspension,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Carbachol Ophthalmic Suspension,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Latanoprost 0.5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Rimexolone 0.004% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ripasudil 0.25% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ciprofloxacin Eye Ointment,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ketotifen 0.03% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Levofloxacin 0.15% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ripasudil 1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Acyclovir Ophthalmic Solution,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Epinastine 0.2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Fluorometholone 0.5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Hydrocortisone Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Rimexolone 0.005% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Bromfenac 0.5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Erythromycin 0.5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Levobunolol 0.1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Olopatadine Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Voriconazole Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Bimatoprost 0.5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Fluorometholone 0.01% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Tafluprost 0.01% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Tafluprost 0.03% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Azithromycin 0.005% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Carteolol Intravitreal Injection,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Olopatadine 0.1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Acyclovir Ophthalmic Gel,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Brimonidine 2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Chloramphenicol 0.2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Difluprednate 0.15% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Dipivefrin 0.25% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Bepotastine 0.03% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Bimatoprost 0.004% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Brinzolamide Intravitreal Injection,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Carbachol 1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Carbachol Eye Ointment,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Voriconazole 0.1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Azelastine 0.25% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Bepotastine Intravitreal Injection,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ciprofloxacin 0.005% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ketorolac 2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Besifloxacin Ophthalmic Gel,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Chloramphenicol 0.1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Dorzolamide 0.03% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ganciclovir 0.004% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Loteprednol Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Tafluprost Eye Ointment,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Azithromycin 0.5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Carteolol Ophthalmic Suspension,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Emedastine 1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Epinastine 0.15% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Voriconazole 5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Difluprednate Ophthalmic Solution,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Epinastine 0.03% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Fluconazole Ophthalmic Gel,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Moxifloxacin Ophthalmic Gel,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Nepafenac 0.25% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Pilocarpine 0.005% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Fusidic Acid Eye Ointment,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Gatifloxacin 5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Methazolamide 0.1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Prednisolone Acetate Ophthalmic Gel,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Rimexolone 5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Brimonidine Intravitreal Injection,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ketorolac Ophthalmic Solution,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Nepafenac 0.01% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ripasudil Ophthalmic Suspension,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Travoprost Ophthalmic Solution,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Azelastine 0.004% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Flurbiprofen Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ketotifen 0.5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Netarsudil 5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Pilocarpine Ophthalmic Suspension,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Fluorometholone Ophthalmic Solution,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ketorolac 0.5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Levobunolol 0.25% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Sodium Cromoglicate Eye Ointment,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Trifluridine 1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Trifluridine Ophthalmic Gel,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Betaxolol 0.005% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Gatifloxacin 1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
