medicine_name,department,source_group
Gemfibrozil 4mg,Cardiology,User_Upload
Gemfibrozil 500mg,Cardiology,User_Upload
Gemfibrozil 50mg,Cardiology,User_Upload
Gemfibrozil 5mg,Cardiology,User_Upload
Gemfibrozil 600mg,Cardiology,User_Upload
Gemfibrozil 60mg,Cardiology,User_Upload
Gemfibrozil 75mg,Cardiology,User_Upload
Gemfibrozil 80mg,Cardiology,User_Upload
Gemfibrozil 8mg,Cardiology,User_Upload
Gemfibrozil 90mg,Cardiology,User_Upload
Gibtulio,Cardiology,User_Upload
Gibtulio 10mg,Cardiology,User_Upload
Gibtulio 25mg,Cardiology,User_Upload
Glyceryl Trinitrate,Cardiology,User_Upload
Glyceryl Trinitrate 0.5mg,Cardiology,User_Upload
Glyceryl Trinitrate 100mg,Cardiology,User_Upload
Glyceryl Trinitrate 10mg,Cardiology,User_Upload
Glyceryl Trinitrate 12.5mg,Cardiology,User_Upload
Glyceryl Trinitrate 120mg,Cardiology,User_Upload
Glyceryl Trinitrate 125mg,Cardiology,User_Upload
Glyceryl Trinitrate 150mg,Cardiology,User_Upload
Glyceryl Trinitrate 160mg,Cardiology,User_Upload
Glyceryl Trinitrate 1mg,Cardiology,User_Upload
Glyceryl Trinitrate 2.5mg,Cardiology,User_Upload
Glyceryl Trinitrate 2.6mg,Cardiology,User_Upload
Glyceryl Trinitrate 200mg,Cardiology,User_Upload
Glyceryl Trinitrate 20mg,Cardiology,User_Upload
Glyceryl Trinitrate 250mg,Cardiology,User_Upload
Glyceryl Trinitrate 25mg,Cardiology,User_Upload
Glyceryl Trinitrate 2mg,Cardiology,User_Upload
Glyceryl Trinitrate 300mg,Cardiology,User_Upload
Glyceryl Trinitrate 30mg,Cardiology,User_Upload
Glyceryl Trinitrate 40mg,Cardiology,User_Upload
Glyceryl Trinitrate 4mg,Cardiology,User_Upload
Glyceryl Trinitrate 500mg,Cardiology,User_Upload
Glyceryl Trinitrate 50mg,Cardiology,User_Upload
Glyceryl Trinitrate 5mg,Cardiology,User_Upload
Glyceryl Trinitrate 6.4mg,Cardiology,User_Upload
Glyceryl Trinitrate 60mg,Cardiology,User_Upload
Glyceryl Trinitrate 75mg,Cardiology,User_Upload
Glyceryl Trinitrate 80mg,Cardiology,User_Upload
Glyceryl Trinitrate 8mg,Cardiology,User_Upload
Glyceryl Trinitrate 90mg,Cardiology,User_Upload
Heartban-10 Rosuvastatin 5mg Tablet,Cardiology,User_Upload
Heartban-112 Amiodarone 8mg Tablet,Cardiology,User_Upload
Heartban-115 Amiloride 12.5mg Cap,Cardiology,User_Upload
Heartban-118 Lacidipine 30mg Capsule,Cardiology,User_Upload
Heartban-13 Streptokinase 10mg Cap,Cardiology,User_Upload
Heartban-130 Amiodarone 10mg Tablet,Cardiology,User_Upload
Heartban-133 Amiloride 20mg Cap,Cardiology,User_Upload
Heartban-136 Lacidipine 25mg Capsule,Cardiology,User_Upload
Heartban-151 Amiloride 150mg Tablet,Cardiology,User_Upload
Heartban-154 Lacidipine 160mg Cap,Cardiology,User_Upload
Heartban-157 Aspirin 250mg Capsule,Cardiology,User_Upload
Heartban-16 Dipyridamole 20mg Capsule,Cardiology,User_Upload
Heartban-172 Lacidipine 8mg Tablet,Cardiology,User_Upload
Heartban-175 Aspirin 30mg Cap,Cardiology,User_Upload
Heartban-178 Prazosin 60mg Capsule,Cardiology,User_Upload
Heartban-19 Telmisartan 40mg Inj,Cardiology,User_Upload
Heartban-190 Lacidipine 10mg Tablet,Cardiology,User_Upload
Heartban-193 Aspirin 25mg Cap,Cardiology,User_Upload
Heartban-196 Prazosin 40mg Capsule,Cardiology,User_Upload
Heartban-211 Aspirin 160mg Tablet,Cardiology,User_Upload
Heartban-214 Prazosin 200mg Cap,Cardiology,User_Upload
Heartban-217 Colchicine 250mg Capsule,Cardiology,User_Upload
Heartban-232 Prazosin 12.5mg Tablet,Cardiology,User_Upload
Heartban-235 Colchicine 30mg Cap,Cardiology,User_Upload
Heartban-238 Carvedilol 90mg Capsule,Cardiology,User_Upload
Heartban-250 Prazosin 20mg Tablet,Cardiology,User_Upload
Heartban-253 Colchicine 25mg Cap,Cardiology,User_Upload
Heartban-256 Carvedilol 50mg Capsule,Cardiology,User_Upload
Heartban-271 Colchicine 160mg Tablet,Cardiology,User_Upload
Heartban-274 Carvedilol 250mg Cap,Cardiology,User_Upload
Heartban-277 Rosuvastatin 300mg Capsule,Cardiology,User_Upload
Heartban-292 Carvedilol 30mg Tablet,Cardiology,User_Upload
Heartban-295 Rosuvastatin 60mg Cap,Cardiology,User_Upload
Heartban-298 Streptokinase 90mg Capsule,Cardiology,User_Upload
Heartban-31 Streptokinase 125mg Tablet,Cardiology,User_Upload
Heartban-310 Carvedilol 25mg Tablet,Cardiology,User_Upload
Heartban-313 Rosuvastatin 40mg Cap,Cardiology,User_Upload
Heartban-316 Streptokinase 50mg Capsule,Cardiology,User_Upload
Heartban-331 Rosuvastatin 200mg Tablet,Cardiology,User_Upload
Heartban-334 Streptokinase 250mg Cap,Cardiology,User_Upload
Heartban-337 Dipyridamole 300mg Capsule,Cardiology,User_Upload
Heartban-34 Dipyridamole 150mg Cap,Cardiology,User_Upload
Heartban-352 Streptokinase 30mg Tablet,Cardiology,User_Upload
Heartban-355 Dipyridamole 60mg Cap,Cardiology,User_Upload
Heartban-358 Telmisartan 120mg Capsule,Cardiology,User_Upload
Heartban-37 Telmisartan 200mg Capsule,Cardiology,User_Upload
Heartban-370 Streptokinase 25mg Tablet,Cardiology,User_Upload
Heartban-373 Dipyridamole 40mg Cap,Cardiology,User_Upload
Heartban-376 Telmisartan 75mg Capsule,Cardiology,User_Upload
Heartban-391 Dipyridamole 200mg Tablet,Cardiology,User_Upload
Heartban-394 Telmisartan 300mg Cap,Cardiology,User_Upload
Heartban-397 Amiodarone 500mg Capsule,Cardiology,User_Upload
Heartban-412 Telmisartan 60mg Tablet,Cardiology,User_Upload
Heartban-415 Amiodarone 90mg Cap,Cardiology,User_Upload
Heartban-418 Amiloride 120mg Capsule,Cardiology,User_Upload
Heartban-430 Telmisartan 40mg Tablet,Cardiology,User_Upload
Heartban-433 Amiodarone 50mg Cap,Cardiology,User_Upload
Heartban-436 Amiloride 75mg Capsule,Cardiology,User_Upload
Heartban-451 Amiodarone 250mg Tablet,Cardiology,User_Upload
Heartban-454 Amiloride 300mg Cap,Cardiology,User_Upload
Heartban-457 Lacidipine 500mg Capsule,Cardiology,User_Upload
Heartban-472 Amiloride 60mg Tablet,Cardiology,User_Upload
Heartban-475 Lacidipine 90mg Cap,Cardiology,User_Upload
Heartban-478 Aspirin 2.5mg Inj,Cardiology,User_Upload
Heartban-490 Amiloride 40mg Tablet,Cardiology,User_Upload
Heartban-493 Lacidipine 50mg Cap,Cardiology,User_Upload
Heartban-496 Aspirin 80mg Capsule,Cardiology,User_Upload
Heartban-511 Lacidipine 250mg Tablet,Cardiology,User_Upload
Heartban-514 Aspirin 500mg Cap,Cardiology,User_Upload
Heartban-517 Prazosin 1mg Capsule,Cardiology,User_Upload
Heartban-52 Dipyridamole 4mg Tablet,Cardiology,User_Upload
Heartban-532 Aspirin 90mg Tablet,Cardiology,User_Upload
Heartban-535 Prazosin 120mg Cap,Cardiology,User_Upload
Heartban-538 Colchicine 2.5mg Inj,Cardiology,User_Upload
Heartban-55 Telmisartan 12.5mg Cap,Cardiology,User_Upload
Heartban-550 Aspirin 50mg Tablet,Cardiology,User_Upload
Heartban-553 Prazosin 75mg Cap,Cardiology,User_Upload
Heartban-556 Colchicine 80mg Capsule,Cardiology,User_Upload
Heartban-571 Prazosin 300mg Tablet,Cardiology,User_Upload
Heartban-574 Colchicine 500mg Cap,Cardiology,User_Upload
Heartban-577 Carvedilol 2mg Capsule,Cardiology,User_Upload
Heartban-58 Amiodarone 30mg Capsule,Cardiology,User_Upload
Heartban-592 Colchicine 90mg Tablet,Cardiology,User_Upload
Heartban-595 Carvedilol 2.5mg Capsule,Cardiology,User_Upload
Heartban-598 Rosuvastatin 5mg Inj,Cardiology,User_Upload
Heartban-610 Colchicine 50mg Tablet,Cardiology,User_Upload
Heartban-613 Carvedilol 80mg Cap,Cardiology,User_Upload
Heartban-616 Rosuvastatin 100mg Capsule,Cardiology,User_Upload
Heartban-631 Carvedilol 500mg Tablet,Cardiology,User_Upload
Heartban-634 Rosuvastatin 1mg Cap,Cardiology,User_Upload
Heartban-637 Streptokinase 2mg Capsule,Cardiology,User_Upload
Heartban-652 Rosuvastatin 120mg Tablet,Cardiology,User_Upload
Heartban-655 Streptokinase 2.5mg Capsule,Cardiology,User_Upload
Heartban-658 Dipyridamole 5mg Inj,Cardiology,User_Upload
Heartban-670 Rosuvastatin 75mg Tablet,Cardiology,User_Upload
Heartban-673 Streptokinase 80mg Cap,Cardiology,User_Upload
Heartban-676 Dipyridamole 100mg Capsule,Cardiology,User_Upload
Heartban-691 Streptokinase 500mg Tablet,Cardiology,User_Upload
Heartban-694 Dipyridamole 1mg Cap,Cardiology,User_Upload
Heartban-697 Telmisartan 4mg Capsule,Cardiology,User_Upload
Heartban-70 Dipyridamole 5mg Tablet,Cardiology,User_Upload
Heartban-712 Dipyridamole 120mg Tablet,Cardiology,User_Upload
Heartban-715 Telmisartan 5mg Capsule,Cardiology,User_Upload
Heartban-718 Amiodarone 10mg Inj,Cardiology,User_Upload
Heartban-73 Telmisartan 20mg Cap,Cardiology,User_Upload
Heartban-730 Dipyridamole 75mg Tablet,Cardiology,User_Upload
Heartban-733 Telmisartan 100mg Cap,Cardiology,User_Upload
Heartban-736 Amiodarone 125mg Capsule,Cardiology,User_Upload
Heartban-751 Telmisartan 1mg Tablet,Cardiology,User_Upload
Heartban-754 Amiodarone 2mg Cap,Cardiology,User_Upload
Heartban-757 Amiloride 4mg Capsule,Cardiology,User_Upload
Heartban-76 Amiodarone 25mg Capsule,Cardiology,User_Upload
Heartban-772 Amiodarone 2.5mg Cap,Cardiology,User_Upload
Heartban-775 Amiloride 5mg Capsule,Cardiology,User_Upload
Heartban-778 Lacidipine 10mg Inj,Cardiology,User_Upload
Heartban-790 Amiodarone 80mg Tablet,Cardiology,User_Upload
Heartban-793 Amiloride 100mg Cap,Cardiology,User_Upload
Heartban-796 Lacidipine 125mg Capsule,Cardiology,User_Upload
Heartban-811 Amiloride 1mg Tablet,Cardiology,User_Upload
Heartban-814 Lacidipine 2mg Cap,Cardiology,User_Upload
Heartban-817 Aspirin 8mg Capsule,Cardiology,User_Upload
Heartban-832 Lacidipine 2.5mg Cap,Cardiology,User_Upload
Heartban-835 Aspirin 10mg Capsule,Cardiology,User_Upload
Heartban-838 Prazosin 20mg Inj,Cardiology,User_Upload
Heartban-850 Lacidipine 80mg Tablet,Cardiology,User_Upload
Heartban-853 Aspirin 125mg Cap,Cardiology,User_Upload
Heartban-856 Prazosin 150mg Capsule,Cardiology,User_Upload
Heartban-871 Aspirin 2mg Tablet,Cardiology,User_Upload
Heartban-874 Prazosin 4mg Cap,Cardiology,User_Upload
Heartban-877 Colchicine 8mg Capsule,Cardiology,User_Upload
Heartban-889 Aspirin 2.5mg Tablet,Cardiology,User_Upload
Heartban-892 Prazosin 5mg Cap,Cardiology,User_Upload
Heartban-895 Colchicine 10mg Capsule,Cardiology,User_Upload
Heartban-898 Carvedilol 25mg Inj,Cardiology,User_Upload
Heartban-91 Telmisartan 150mg Tablet,Cardiology,User_Upload
Heartban-910 Prazosin 100mg Tablet,Cardiology,User_Upload
Heartban-913 Colchicine 125mg Cap,Cardiology,User_Upload
Heartban-916 Carvedilol 160mg Capsule,Cardiology,User_Upload
Heartban-931 Colchicine 2mg Tablet,Cardiology,User_Upload
Heartban-934 Carvedilol 8mg Cap,Cardiology,User_Upload
Heartban-937 Rosuvastatin 12.5mg Capsule,Cardiology,User_Upload
Heartban-94 Amiodarone 160mg Cap,Cardiology,User_Upload
Heartban-949 Colchicine 2.5mg Tablet,Cardiology,User_Upload
Heartban-952 Carvedilol 10mg Cap,Cardiology,User_Upload
Heartban-955 Rosuvastatin 20mg Capsule,Cardiology,User_Upload
Heartban-958 Streptokinase 25mg Inj,Cardiology,User_Upload
Heartban-97 Amiloride 200mg Capsule,Cardiology,User_Upload
Heartban-970 Carvedilol 125mg Tablet,Cardiology,User_Upload
Heartban-973 Rosuvastatin 150mg Cap,Cardiology,User_Upload
Heartban-976 Streptokinase 160mg Capsule,Cardiology,User_Upload
Heartban-991 Rosuvastatin 4mg Tablet,Cardiology,User_Upload
Heartban-994 Streptokinase 8mg Cap,Cardiology,User_Upload
Heartban-997 Dipyridamole 12.5mg Capsule,Cardiology,User_Upload
Heartpulse-11 Amiodarone 125mg Tablet,Cardiology,User_Upload
Heartpulse-110 Aspirin 10mg Tablet,Cardiology,User_Upload
Heartpulse-113 Prazosin 20mg Cap,Cardiology,User_Upload
Heartpulse-116 Colchicine 25mg Capsule,Cardiology,User_Upload
Heartpulse-131 Prazosin 150mg Tablet,Cardiology,User_Upload
Heartpulse-134 Colchicine 160mg Cap,Cardiology,User_Upload
Heartpulse-137 Carvedilol 250mg Capsule,Cardiology,User_Upload
Heartpulse-14 Amiloride 150mg Cap,Cardiology,User_Upload
Heartpulse-152 Colchicine 8mg Tablet,Cardiology,User_Upload
Heartpulse-155 Carvedilol 30mg Cap,Cardiology,User_Upload
Heartpulse-158 Rosuvastatin 60mg Capsule,Cardiology,User_Upload
Heartpulse-17 Lacidipine 160mg Capsule,Cardiology,User_Upload
Heartpulse-170 Colchicine 10mg Tablet,Cardiology,User_Upload
Heartpulse-173 Carvedilol 25mg Cap,Cardiology,User_Upload
Heartpulse-176 Rosuvastatin 40mg Capsule,Cardiology,User_Upload
Heartpulse-191 Carvedilol 160mg Tablet,Cardiology,User_Upload
Heartpulse-194 Rosuvastatin 200mg Cap,Cardiology,User_Upload
Heartpulse-197 Streptokinase 250mg Capsule,Cardiology,User_Upload
Heartpulse-212 Rosuvastatin 12.5mg Tablet,Cardiology,User_Upload
Heartpulse-215 Streptokinase 30mg Cap,Cardiology,User_Upload
Heartpulse-218 Dipyridamole 60mg Capsule,Cardiology,User_Upload
Heartpulse-230 Rosuvastatin 20mg Tablet,Cardiology,User_Upload
Heartpulse-233 Streptokinase 25mg Cap,Cardiology,User_Upload
Heartpulse-236 Dipyridamole 40mg Capsule,Cardiology,User_Upload
Heartpulse-251 Streptokinase 160mg Tablet,Cardiology,User_Upload
Heartpulse-254 Dipyridamole 200mg Cap,Cardiology,User_Upload
Heartpulse-257 Telmisartan 300mg Capsule,Cardiology,User_Upload
Heartpulse-272 Dipyridamole 12.5mg Tablet,Cardiology,User_Upload
Heartpulse-275 Telmisartan 60mg Cap,Cardiology,User_Upload
Heartpulse-278 Amiodarone 90mg Capsule,Cardiology,User_Upload
Heartpulse-290 Dipyridamole 20mg Tablet,Cardiology,User_Upload
Heartpulse-293 Telmisartan 40mg Cap,Cardiology,User_Upload
Heartpulse-296 Amiodarone 50mg Capsule,Cardiology,User_Upload
Heartpulse-311 Telmisartan 200mg Tablet,Cardiology,User_Upload
Heartpulse-314 Amiodarone 250mg Cap,Cardiology,User_Upload
Heartpulse-317 Amiloride 300mg Capsule,Cardiology,User_Upload
Heartpulse-32 Amiloride 4mg Tablet,Cardiology,User_Upload
Heartpulse-332 Amiodarone 30mg Tablet,Cardiology,User_Upload
Heartpulse-335 Amiloride 60mg Cap,Cardiology,User_Upload
Heartpulse-338 Lacidipine 90mg Capsule,Cardiology,User_Upload
Heartpulse-35 Lacidipine 8mg Cap,Cardiology,User_Upload
Heartpulse-350 Amiodarone 25mg Tablet,Cardiology,User_Upload
Heartpulse-353 Amiloride 40mg Cap,Cardiology,User_Upload
Heartpulse-356 Lacidipine 50mg Capsule,Cardiology,User_Upload
Heartpulse-371 Amiloride 200mg Tablet,Cardiology,User_Upload
Heartpulse-374 Lacidipine 250mg Cap,Cardiology,User_Upload
Heartpulse-377 Aspirin 500mg Capsule,Cardiology,User_Upload
Heartpulse-38 Aspirin 30mg Capsule,Cardiology,User_Upload
Heartpulse-392 Lacidipine 30mg Tablet,Cardiology,User_Upload
Heartpulse-395 Aspirin 90mg Cap,Cardiology,User_Upload
Heartpulse-398 Prazosin 120mg Capsule,Cardiology,User_Upload
Heartpulse-410 Lacidipine 25mg Tablet,Cardiology,User_Upload
Heartpulse-413 Aspirin 50mg Cap,Cardiology,User_Upload
Heartpulse-416 Prazosin 75mg Capsule,Cardiology,User_Upload
Heartpulse-431 Aspirin 250mg Tablet,Cardiology,User_Upload
Heartpulse-434 Prazosin 300mg Cap,Cardiology,User_Upload
Heartpulse-437 Colchicine 500mg Capsule,Cardiology,User_Upload
Heartpulse-452 Prazosin 60mg Tablet,Cardiology,User_Upload
Heartpulse-455 Colchicine 90mg Cap,Cardiology,User_Upload
Heartpulse-458 Carvedilol 2.5mg Inj,Cardiology,User_Upload
Heartpulse-470 Prazosin 40mg Tablet,Cardiology,User_Upload
Heartpulse-473 Colchicine 50mg Cap,Cardiology,User_Upload
Heartpulse-476 Carvedilol 80mg Capsule,Cardiology,User_Upload
Heartpulse-491 Colchicine 250mg Tablet,Cardiology,User_Upload
Heartpulse-494 Carvedilol 500mg Cap,Cardiology,User_Upload
Heartpulse-497 Rosuvastatin 1mg Capsule,Cardiology,User_Upload
Heartpulse-50 Amiloride 5mg Tablet,Cardiology,User_Upload
Heartpulse-512 Carvedilol 90mg Tablet,Cardiology,User_Upload
Heartpulse-515 Rosuvastatin 120mg Cap,Cardiology,User_Upload
Heartpulse-518 Streptokinase 2.5mg Inj,Cardiology,User_Upload
Heartpulse-53 Lacidipine 10mg Cap,Cardiology,User_Upload
Heartpulse-530 Carvedilol 50mg Tablet,Cardiology,User_Upload
Heartpulse-533 Rosuvastatin 75mg Cap,Cardiology,User_Upload
Heartpulse-536 Streptokinase 80mg Capsule,Cardiology,User_Upload
Heartpulse-551 Rosuvastatin 300mg Tablet,Cardiology,User_Upload
Heartpulse-554 Streptokinase 500mg Cap,Cardiology,User_Upload
Heartpulse-557 Dipyridamole 1mg Capsule,Cardiology,User_Upload
Heartpulse-56 Aspirin 25mg Capsule,Cardiology,User_Upload
Heartpulse-572 Streptokinase 90mg Tablet,Cardiology,User_Upload
Heartpulse-575 Dipyridamole 120mg Cap,Cardiology,User_Upload
Heartpulse-578 Telmisartan 5mg Inj,Cardiology,User_Upload
Heartpulse-59 Prazosin 40mg Inj,Cardiology,User_Upload
Heartpulse-590 Streptokinase 50mg Tablet,Cardiology,User_Upload
Heartpulse-593 Dipyridamole 75mg Cap,Cardiology,User_Upload
Heartpulse-596 Telmisartan 100mg Capsule,Cardiology,User_Upload
Heartpulse-611 Dipyridamole 300mg Tablet,Cardiology,User_Upload
Heartpulse-614 Telmisartan 1mg Cap,Cardiology,User_Upload
Heartpulse-617 Amiodarone 2mg Capsule,Cardiology,User_Upload
Heartpulse-632 Telmisartan 120mg Tablet,Cardiology,User_Upload
Heartpulse-635 Amiodarone 2.5mg Capsule,Cardiology,User_Upload
Heartpulse-638 Amiloride 5mg Inj,Cardiology,User_Upload
Heartpulse-650 Telmisartan 75mg Tablet,Cardiology,User_Upload
Heartpulse-653 Amiodarone 80mg Cap,Cardiology,User_Upload
Heartpulse-656 Amiloride 100mg Capsule,Cardiology,User_Upload
Heartpulse-671 Amiodarone 500mg Tablet,Cardiology,User_Upload
Heartpulse-674 Amiloride 1mg Cap,Cardiology,User_Upload
Heartpulse-677 Lacidipine 2mg Capsule,Cardiology,User_Upload
Heartpulse-692 Amiloride 120mg Tablet,Cardiology,User_Upload
Heartpulse-695 Lacidipine 2.5mg Capsule,Cardiology,User_Upload
Heartpulse-698 Aspirin 10mg Inj,Cardiology,User_Upload
Heartpulse-71 Lacidipine 125mg Tablet,Cardiology,User_Upload
Heartpulse-710 Amiloride 75mg Tablet,Cardiology,User_Upload
Heartpulse-713 Lacidipine 80mg Cap,Cardiology,User_Upload
Heartpulse-716 Aspirin 125mg Capsule,Cardiology,User_Upload
Heartpulse-731 Lacidipine 500mg Tablet,Cardiology,User_Upload
Heartpulse-734 Aspirin 2mg Cap,Cardiology,User_Upload
Heartpulse-737 Prazosin 4mg Capsule,Cardiology,User_Upload
Heartpulse-74 Aspirin 160mg Cap,Cardiology,User_Upload
Heartpulse-752 Aspirin 2.5mg Cap,Cardiology,User_Upload
Heartpulse-755 Prazosin 5mg Capsule,Cardiology,User_Upload
Heartpulse-758 Colchicine 10mg Inj,Cardiology,User_Upload
Heartpulse-77 Prazosin 200mg Capsule,Cardiology,User_Upload
Heartpulse-770 Aspirin 80mg Tablet,Cardiology,User_Upload
Heartpulse-773 Prazosin 100mg Cap,Cardiology,User_Upload
Heartpulse-776 Colchicine 125mg Capsule,Cardiology,User_Upload
Heartpulse-791 Prazosin 1mg Tablet,Cardiology,User_Upload
Heartpulse-794 Colchicine 2mg Cap,Cardiology,User_Upload
Heartpulse-797 Carvedilol 8mg Capsule,Cardiology,User_Upload
Heartpulse-812 Colchicine 2.5mg Cap,Cardiology,User_Upload
Heartpulse-815 Carvedilol 10mg Capsule,Cardiology,User_Upload
Heartpulse-818 Rosuvastatin 20mg Inj,Cardiology,User_Upload
Heartpulse-830 Colchicine 80mg Tablet,Cardiology,User_Upload
Heartpulse-833 Carvedilol 125mg Cap,Cardiology,User_Upload
Heartpulse-836 Rosuvastatin 150mg Capsule,Cardiology,User_Upload
Heartpulse-851 Carvedilol 2mg Tablet,Cardiology,User_Upload
Heartpulse-854 Rosuvastatin 4mg Cap,Cardiology,User_Upload
Heartpulse-857 Streptokinase 8mg Capsule,Cardiology,User_Upload
Heartpulse-869 Carvedilol 2.5mg Tablet,Cardiology,User_Upload
Heartpulse-872 Rosuvastatin 5mg Cap,Cardiology,User_Upload
Heartpulse-875 Streptokinase 10mg Capsule,Cardiology,User_Upload
Heartpulse-878 Dipyridamole 20mg Inj,Cardiology,User_Upload
Heartpulse-890 Rosuvastatin 100mg Tablet,Cardiology,User_Upload
Heartpulse-893 Streptokinase 125mg Cap,Cardiology,User_Upload
Heartpulse-896 Dipyridamole 150mg Capsule,Cardiology,User_Upload
Heartpulse-911 Streptokinase 2mg Tablet,Cardiology,User_Upload
Heartpulse-914 Dipyridamole 4mg Cap,Cardiology,User_Upload
Heartpulse-917 Telmisartan 12.5mg Capsule,Cardiology,User_Upload
Heartpulse-92 Aspirin 8mg Tablet,Cardiology,User_Upload
Heartpulse-929 Streptokinase 2.5mg Tablet,Cardiology,User_Upload
Heartpulse-932 Dipyridamole 5mg Cap,Cardiology,User_Upload
Heartpulse-935 Telmisartan 20mg Capsule,Cardiology,User_Upload
Heartpulse-938 Amiodarone 25mg Inj,Cardiology,User_Upload
Heartpulse-95 Prazosin 12.5mg Cap,Cardiology,User_Upload
Heartpulse-950 Dipyridamole 100mg Tablet,Cardiology,User_Upload
Heartpulse-953 Telmisartan 150mg Cap,Cardiology,User_Upload
Heartpulse-956 Amiodarone 160mg Capsule,Cardiology,User_Upload
Heartpulse-971 Telmisartan 4mg Tablet,Cardiology,User_Upload
Heartpulse-974 Amiodarone 8mg Cap,Cardiology,User_Upload
Heartpulse-977 Amiloride 12.5mg Capsule,Cardiology,User_Upload
Heartpulse-98 Colchicine 30mg Capsule,Cardiology,User_Upload
Heartpulse-989 Telmisartan 5mg Tablet,Cardiology,User_Upload
Heartpulse-992 Amiodarone 10mg Cap,Cardiology,User_Upload
Heartpulse-995 Amiloride 20mg Capsule,Cardiology,User_Upload
Heartpulse-998 Lacidipine 25mg Inj,Cardiology,User_Upload
Hearttone-111 Rosuvastatin 150mg Tablet,Cardiology,User_Upload
Hearttone-114 Streptokinase 160mg Cap,Cardiology,User_Upload
Hearttone-117 Dipyridamole 200mg Capsule,Cardiology,User_Upload
Hearttone-12 Prazosin 4mg Tablet,Cardiology,User_Upload
Hearttone-132 Streptokinase 8mg Tablet,Cardiology,User_Upload
Hearttone-135 Dipyridamole 12.5mg Cap,Cardiology,User_Upload
Hearttone-138 Telmisartan 60mg Capsule,Cardiology,User_Upload
Hearttone-15 Colchicine 8mg Cap,Cardiology,User_Upload
Hearttone-150 Streptokinase 10mg Tablet,Cardiology,User_Upload
Hearttone-153 Dipyridamole 20mg Cap,Cardiology,User_Upload
Hearttone-156 Telmisartan 40mg Capsule,Cardiology,User_Upload
Hearttone-171 Dipyridamole 150mg Tablet,Cardiology,User_Upload
Hearttone-174 Telmisartan 200mg Cap,Cardiology,User_Upload
Hearttone-177 Amiodarone 250mg Capsule,Cardiology,User_Upload
Hearttone-18 Carvedilol 30mg Capsule,Cardiology,User_Upload
Hearttone-192 Telmisartan 12.5mg Tablet,Cardiology,User_Upload
Hearttone-195 Amiodarone 30mg Cap,Cardiology,User_Upload
Hearttone-198 Amiloride 60mg Capsule,Cardiology,User_Upload
Hearttone-210 Telmisartan 20mg Tablet,Cardiology,User_Upload
Hearttone-213 Amiodarone 25mg Cap,Cardiology,User_Upload
Hearttone-216 Amiloride 40mg Capsule,Cardiology,User_Upload
Hearttone-231 Amiodarone 160mg Tablet,Cardiology,User_Upload
Hearttone-234 Amiloride 200mg Cap,Cardiology,User_Upload
Hearttone-237 Lacidipine 250mg Capsule,Cardiology,User_Upload
Hearttone-252 Amiloride 12.5mg Tablet,Cardiology,User_Upload
Hearttone-255 Lacidipine 30mg Cap,Cardiology,User_Upload
Hearttone-258 Aspirin 90mg Capsule,Cardiology,User_Upload
Hearttone-270 Amiloride 20mg Tablet,Cardiology,User_Upload
Hearttone-273 Lacidipine 25mg Cap,Cardiology,User_Upload
Hearttone-276 Aspirin 50mg Capsule,Cardiology,User_Upload
Hearttone-291 Lacidipine 160mg Tablet,Cardiology,User_Upload
Hearttone-294 Aspirin 250mg Cap,Cardiology,User_Upload
Hearttone-297 Prazosin 300mg Capsule,Cardiology,User_Upload
Hearttone-30 Prazosin 5mg Tablet,Cardiology,User_Upload
Hearttone-312 Aspirin 30mg Tablet,Cardiology,User_Upload
Hearttone-315 Prazosin 60mg Cap,Cardiology,User_Upload
Hearttone-318 Colchicine 90mg Capsule,Cardiology,User_Upload
Hearttone-33 Colchicine 10mg Cap,Cardiology,User_Upload
Hearttone-330 Aspirin 25mg Tablet,Cardiology,User_Upload
Hearttone-333 Prazosin 40mg Cap,Cardiology,User_Upload
Hearttone-336 Colchicine 50mg Capsule,Cardiology,User_Upload
Hearttone-351 Prazosin 200mg Tablet,Cardiology,User_Upload
Hearttone-354 Colchicine 250mg Cap,Cardiology,User_Upload
Hearttone-357 Carvedilol 500mg Capsule,Cardiology,User_Upload
Hearttone-36 Carvedilol 25mg Capsule,Cardiology,User_Upload
Hearttone-372 Colchicine 30mg Tablet,Cardiology,User_Upload
Hearttone-375 Carvedilol 90mg Cap,Cardiology,User_Upload
Hearttone-378 Rosuvastatin 120mg Capsule,Cardiology,User_Upload
Hearttone-39 Rosuvastatin 40mg Inj,Cardiology,User_Upload
Hearttone-390 Colchicine 25mg Tablet,Cardiology,User_Upload
Hearttone-393 Carvedilol 50mg Cap,Cardiology,User_Upload
Hearttone-396 Rosuvastatin 75mg Capsule,Cardiology,User_Upload
Hearttone-411 Carvedilol 250mg Tablet,Cardiology,User_Upload
Hearttone-414 Rosuvastatin 300mg Cap,Cardiology,User_Upload
Hearttone-417 Streptokinase 500mg Capsule,Cardiology,User_Upload
Hearttone-432 Rosuvastatin 60mg Tablet,Cardiology,User_Upload
Hearttone-435 Streptokinase 90mg Cap,Cardiology,User_Upload
Hearttone-438 Dipyridamole 120mg Capsule,Cardiology,User_Upload
Hearttone-450 Rosuvastatin 40mg Tablet,Cardiology,User_Upload
Hearttone-453 Streptokinase 50mg Cap,Cardiology,User_Upload
Hearttone-456 Dipyridamole 75mg Capsule,Cardiology,User_Upload
